item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q15041002,Q15041002$AC4FA552-2BC8-4AA7-937C-A26D45D2C9D5,P571,2000,Q1985727,1999,https://musicbrainz.org/artist/f205550c-45ec-41e2-85eb-77878c919294,statement
Q15044966,Q15044966$7F278809-3B50-4176-9117-EA26E757D34F,P571,1997,Q1985727,2005,https://musicbrainz.org/artist/5a863597-ffbb-4c0f-9d8f-b954c52547a1,statement
Q15052657,Q15052657$C7DCCB76-A1E4-4430-AF10-117557629AAA,P571,2011,Q1985727,2010,https://musicbrainz.org/artist/b7f40a7c-0b93-45ad-9ae3-3bf6e28e9dd4,statement
Q15052785,Q15052785$44923558-0E49-432B-9E45-26E21EB53310,P571,2010-01-01,Q1985727,2010-07-01,https://musicbrainz.org/artist/c0dc936d-0142-416a-af48-e9776873f0b4,statement
Q15053048,Q15053048$B351309D-E07F-4070-BC5D-AA15BEE909A6,P571,2006-01-01,Q1985727,2006-02-02,https://musicbrainz.org/artist/d5e20b69-e66c-4007-b595-26fc266fd3ed,statement
Q15053444,Q15053444$C321B356-6455-4C43-9558-74766803637A,P571,2004,Q1985727,2007,https://musicbrainz.org/artist/4e620bfa-f291-4d5b-856f-617bc71ddcdc,statement
Q15053557,Q15053557$21002FD7-1D11-4FCA-9479-FDF7662116A3,P571,2002,Q1985727,1998,https://musicbrainz.org/artist/41491f31-4548-454e-a58d-d2d09547f23d,statement
Q15053705,Q15053705$206BA7EF-226A-4CA8-9907-6F0EF2297611,P571,2000,Q1985727,2001,https://musicbrainz.org/artist/f18538d1-4943-4fc6-8699-663f43f4d41d,statement
Q1515331,Q1515331$0317FB20-9ABA-424A-A3E2-428D72FD03A5,P571,1979,Q1985727,1978,https://musicbrainz.org/artist/e844c238-72c1-40bc-8a89-6f92d1a0d748,statement
Q1522079,Q1522079$C7083157-7F09-4599-B58F-3F54DECB140C,P571,2006,Q1985727,2005,https://musicbrainz.org/artist/8c9200b8-8e05-41d5-836e-44a37905560e,statement
Q15223830,Q15223830$86686DB6-8F0F-4D57-BE39-53786D056725,P571,1978,Q1985727,1979,https://musicbrainz.org/artist/b0932ab9-6bea-492c-928c-37df2e6c1148,statement
Q1522730,Q1522730$2F61075B-9966-4E09-B871-FB08EC3BF13F,P571,1992,Q1985727,1993,https://musicbrainz.org/artist/f08b987f-df56-4719-8300-3bd2889bd967,statement
Q1527282,Q1527282$C555A5C3-845A-485B-BF7A-A64BF941C856,P571,1978,Q1985727,1976,https://musicbrainz.org/artist/45a2c364-6634-485a-ab0a-7dc828c6ef7b,statement
