item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q1768126,Q1768126$88140CC8-4171-4301-81BA-2C7159CB690E,P570,1963-06-03,Q1985727,1993-06-03,https://musicbrainz.org/artist/e17f298e-95fb-4c3f-8330-c41c785f5ff7,statement
Q1768126,Q1768126$88140CC8-4171-4301-81BA-2C7159CB690E,P570,1963-06-03,Q1985727,1993-06-03,https://musicbrainz.org/artist/e17f298e-95fb-4c3f-8330-c41c785f5ff7,statement
Q1772299,Q1772299$B2E39052-74DF-4702-A809-D12F217B37A6,P570,1996-12-02,Q1985727,1996-11-02,https://musicbrainz.org/artist/c3ddad27-c205-45ff-b7c1-a43e10f53fd8,statement
Q18927760,Q18927760$076A5A63-1F57-4506-8702-CD9BC4C3080E,P570,1981-01-01,Q1985727,1985-04-26,https://musicbrainz.org/artist/48fd7328-2062-4d57-93e7-d885807bf762,statement
Q1895372,Q1895372$C16589E6-4F6D-4E69-80C8-BD27CF0F309F,P570,2004-04-25,Q1985727,2004-06-25,https://musicbrainz.org/artist/c67b1a4a-3653-4235-a0c7-fedbd2c9141f,statement
Q1895372,Q1895372$C16589E6-4F6D-4E69-80C8-BD27CF0F309F,P570,2004-04-25,Q1985727,2004-06-25,https://musicbrainz.org/artist/c67b1a4a-3653-4235-a0c7-fedbd2c9141f,statement
Q1896183,Q1896183$66C5045F-D593-403B-8DC4-2D4919DD2221,P570,2018-05-28,Q1985727,2018-05-27,https://musicbrainz.org/artist/21cdbaaf-867f-4d45-93c4-dc63c95166f4,statement
Q1896183,Q1896183$66C5045F-D593-403B-8DC4-2D4919DD2221,P570,2018-05-28,Q1985727,2018-05-27,https://musicbrainz.org/artist/21cdbaaf-867f-4d45-93c4-dc63c95166f4,statement
Q1901893,Q1901893$A51CAFCF-E77E-4098-9AFE-736185A3073A,P570,2022-04-17,Q1985727,2022-04-24,https://musicbrainz.org/artist/40129d7e-cf23-4f79-91b0-50e2b92555e0,statement
Q1926874,Q1926874$1E8CEDB8-9F91-486C-9634-3A6FCCD10A19,P570,2018-01-00,Q1985727,2018-01-18,https://musicbrainz.org/artist/962f932c-f0c5-4842-a4a3-85e6f5854311,statement
